N,P,K,temperature,humidity,ph,rainfall,label
52.6,48.4,47.6,29.24,91.67,6.58,245.51,papaya
35.9,59.7,55.0,26.52,92.14,6.5,244.25,papaya
56.4,62.0,50.2,38.17,95.0,6.96,243.69,papaya
35.5,55.0,47.6,35.87,91.02,6.74,247.1,papaya
49.0,51.6,52.9,23.64,92.09,6.74,245.04,papaya
51.8,61.3,49.9,31.57,91.99,6.67,246.97,papaya
43.5,62.8,50.0,30.76,93.27,6.66,246.6,papaya
52.1,53.8,51.3,36.37,93.95,6.87,246.23,papaya
38.7,70.0,46.5,38.48,93.04,6.6,244.69,papaya
49.2,65.7,48.2,32.12,90.0,6.97,242.32,papaya
53.3,56.9,49.8,37.75,94.59,6.78,246.64,papaya
53.3,63.9,48.8,39.15,93.89,6.89,243.35,papaya
48.3,59.0,46.6,41.87,92.48,6.79,243.56,papaya
36.7,53.7,50.5,37.04,92.7,6.79,244.16,papaya
55.0,66.8,51.8,37.75,92.87,6.56,242.39,papaya
54.5,57.4,51.1,42.3,93.41,6.91,245.24,papaya
41.9,57.1,48.0,41.68,93.49,6.82,248.09,papaya
30.0,61.2,46.7,33.46,92.11,6.83,245.57,papaya
63.5,53.7,51.8,34.35,90.46,6.64,244.63,papaya
61.1,60.4,47.1,32.76,95.0,6.76,244.18,papaya
54.9,62.3,48.9,36.14,92.09,6.84,245.42,papaya
54.8,52.8,47.9,38.46,92.4,6.79,244.23,papaya
59.0,53.7,49.7,37.63,93.97,6.68,249.9,papaya
53.1,51.0,50.9,31.49,93.04,6.74,245.19,papaya
40.9,63.7,47.1,27.68,92.96,6.95,244.12,papaya
57.0,64.2,52.0,31.87,91.14,6.5,244.34,papaya
61.8,50.5,51.8,28.51,92.63,6.84,243.35,papaya
51.7,54.9,51.8,34.74,92.57,6.94,246.66,papaya
43.1,57.0,49.8,33.92,95.0,6.8,240.0,papaya
44.6,45.4,49.2,23.07,91.41,6.56,245.96,papaya
50.0,59.4,49.7,26.18,93.14,6.99,246.02,papaya
45.7,48.6,47.7,35.88,93.84,6.78,247.0,papaya
57.1,60.7,48.4,34.41,91.44,6.75,245.83,papaya
66.8,49.3,51.2,41.28,93.45,6.85,246.47,papaya
63.0,50.7,46.5,33.47,90.0,6.9,248.05,papaya
45.7,55.2,49.8,33.77,92.66,6.82,244.57,papaya
59.4,60.3,48.5,40.51,90.8,6.74,247.42,papaya
42.8,59.4,51.4,28.98,92.41,6.73,243.62,papaya
70.0,52.7,52.5,31.44,91.14,6.76,246.62,papaya
59.2,67.3,55.0,34.82,91.67,6.81,244.33,papaya
59.3,49.4,55.0,37.99,90.39,6.66,247.04,papaya
61.8,49.5,51.8,23.28,92.39,6.89,243.62,papaya
34.9,58.4,48.5,36.81,91.39,6.65,240.0,papaya
51.7,56.5,47.0,34.52,93.78,6.72,245.67,papaya
52.7,50.0,55.0,31.03,93.32,6.85,244.65,papaya
56.1,59.0,46.5,31.76,91.73,6.69,241.74,papaya
61.3,67.5,52.4,40.17,92.07,6.67,243.05,papaya
56.4,58.9,49.8,40.3,93.01,6.65,243.3,papaya
56.8,64.0,51.4,43.46,94.54,6.81,242.9,papaya
36.9,55.1,51.9,43.09,93.02,6.9,244.39,papaya
56.2,62.6,45.1,31.33,93.69,6.78,242.01,papaya
30.0,55.2,49.8,28.86,92.68,6.81,246.68,papaya
30.0,49.3,49.2,36.5,93.11,6.81,244.04,papaya
46.7,52.9,51.9,28.67,93.56,6.78,244.89,papaya
43.4,49.0,48.4,31.77,90.0,6.73,247.31,papaya
55.7,54.4,50.1,30.58,92.69,6.94,247.42,papaya
55.2,54.4,51.9,24.64,92.18,6.82,246.85,papaya
56.7,59.3,49.5,36.32,91.31,6.64,245.15,papaya
51.7,46.1,51.1,37.56,92.4,7.0,243.29,papaya
46.4,55.0,49.8,31.77,90.74,6.68,244.76,papaya
62.3,70.0,53.3,29.43,91.63,6.73,249.46,papaya
48.3,49.2,48.7,37.47,93.36,6.72,246.71,papaya
30.0,58.1,52.2,29.13,91.45,6.52,248.97,papaya
42.8,59.0,51.5,41.44,92.31,6.68,245.43,papaya
62.8,56.4,47.6,25.41,90.97,6.86,244.2,papaya
43.9,53.0,50.2,32.24,92.16,6.92,248.85,papaya
33.9,59.5,48.1,32.2,92.89,6.72,245.58,papaya
56.7,59.3,48.4,30.2,90.7,6.64,249.91,papaya
42.1,50.0,50.8,32.92,92.26,6.93,246.37,papaya
44.7,54.8,48.7,38.09,92.11,6.53,244.88,papaya
34.6,70.0,47.6,32.65,92.82,6.71,244.27,papaya
54.2,67.0,51.9,41.26,91.19,6.79,245.39,papaya
53.5,66.1,49.4,31.37,93.17,6.53,244.41,papaya
48.7,51.7,52.6,27.92,92.33,6.79,248.38,papaya
49.9,63.4,51.8,34.15,91.14,6.57,245.27,papaya
44.6,63.2,51.9,32.53,91.05,6.81,242.46,papaya
42.4,51.4,49.7,39.64,92.49,6.69,241.19,papaya
55.5,52.6,50.3,31.64,93.55,6.73,244.85,papaya
54.9,70.0,52.2,33.03,92.5,6.68,242.63,papaya
44.5,52.7,51.6,27.88,94.17,6.84,245.05,papaya
50.0,54.0,50.7,39.21,91.62,6.56,246.76,papaya
53.2,50.5,48.2,28.99,91.59,6.71,244.33,papaya
43.5,52.8,49.4,34.38,92.1,6.89,246.27,papaya
34.1,60.8,51.5,31.22,90.63,6.75,244.98,papaya
38.8,48.4,49.8,32.28,91.98,6.74,242.24,papaya
45.7,60.8,49.1,24.72,91.91,6.62,245.67,papaya
53.2,47.1,51.9,27.66,94.45,6.74,241.88,papaya
38.6,59.7,49.0,32.99,94.52,6.66,245.15,papaya
64.2,59.2,46.0,36.15,91.05,6.93,242.94,papaya
70.0,66.7,48.0,33.61,93.44,6.85,246.11,papaya
32.5,16.7,29.1,27.07,93.57,5.89,187.28,coconut
28.0,5.0,30.8,27.77,94.59,5.18,218.93,coconut
20.8,20.6,34.2,28.2,93.0,5.84,167.91,coconut
19.7,13.0,29.9,25.0,93.04,5.7,171.59,coconut
22.2,8.5,34.8,27.37,92.32,5.39,180.6,coconut
33.9,24.0,32.1,28.18,92.05,5.21,174.97,coconut
17.6,24.1,30.8,29.52,94.0,5.58,135.12,coconut
33.9,26.0,26.6,29.39,92.98,5.81,220.37,coconut
33.4,21.6,31.2,28.27,92.0,5.73,157.44,coconut
16.7,15.2,28.4,27.67,92.1,5.94,139.44,coconut
18.9,18.3,29.2,27.28,90.52,5.88,196.19,coconut
24.9,24.0,30.5,28.1,92.7,6.01,140.57,coconut
11.1,27.4,25.0,27.32,93.97,5.72,169.87,coconut
21.3,15.3,30.1,26.65,93.89,6.28,176.67,coconut
6.1,14.2,29.5,28.13,91.24,5.46,192.77,coconut
29.4,13.6,26.7,30.0,93.48,5.65,201.73,coconut
18.8,22.9,30.4,27.61,92.36,5.21,228.45,coconut
10.6,9.0,29.5,26.3,92.44,6.01,204.88,coconut
28.1,15.6,30.1,28.01,90.3,5.96,143.57,coconut
40.0,15.0,29.5,26.54,91.71,6.5,203.51,coconut
4.5,26.9,33.0,27.15,92.88,5.74,229.31,coconut
12.0,18.4,28.9,25.71,95.0,5.31,185.5,coconut
2.6,15.0,31.1,26.47,93.23,5.65,209.0,coconut
33.6,13.8,30.2,27.73,93.27,5.76,184.76,coconut
17.6,18.2,33.2,28.31,93.38,6.02,176.15,coconut
23.2,10.7,33.2,25.0,92.39,6.18,145.9,coconut
24.0,13.2,29.1,28.68,92.75,5.0,155.59,coconut
29.8,20.3,34.4,29.6,92.07,6.5,180.61,coconut
10.4,13.5,25.0,29.51,94.49,5.37,174.3,coconut
21.0,11.5,25.6,27.24,92.1,5.6,185.57,coconut
34.3,15.6,30.4,28.41,93.19,5.52,182.41,coconut
25.5,10.4,33.2,29.29,91.6,5.82,196.06,coconut
14.5,20.5,30.4,25.67,93.07,5.34,203.48,coconut
13.3,16.5,33.4,28.12,91.15,5.37,165.02,coconut
23.9,19.7,27.9,26.04,92.85,5.68,230.0,coconut
20.4,28.8,27.1,25.53,91.1,6.2,223.9,coconut
12.2,14.6,27.1,25.24,93.4,5.83,180.26,coconut
6.0,27.7,28.7,28.17,90.68,5.68,187.28,coconut
23.3,18.5,31.2,26.09,92.75,5.79,185.79,coconut
20.7,9.5,26.7,25.0,93.52,6.06,201.09,coconut
23.1,5.0,27.4,27.71,92.67,5.67,189.22,coconut
20.1,18.3,28.4,28.73,91.96,5.25,160.73,coconut
16.5,23.7,29.9,27.27,90.94,6.04,163.7,coconut
19.0,26.8,31.3,25.46,90.29,5.73,149.68,coconut
26.5,17.8,30.4,26.62,94.68,6.5,173.04,coconut
23.5,18.1,29.4,26.46,91.14,5.32,190.13,coconut
14.8,5.0,31.1,27.45,94.18,5.89,143.03,coconut
0.0,13.0,28.4,28.68,92.49,6.18,146.88,coconut
29.7,22.0,25.0,29.15,92.62,5.9,158.38,coconut
32.8,10.1,32.1,28.53,91.28,6.49,185.79,coconut
26.5,8.0,35.0,25.97,93.78,5.38,164.53,coconut
27.9,23.9,26.8,28.86,93.81,5.4,219.97,coconut
5.4,13.6,31.2,26.43,92.83,5.84,175.32,coconut
28.3,16.1,30.6,28.93,93.49,6.04,151.27,coconut
25.2,12.0,26.8,27.41,91.37,6.05,200.36,coconut
1.0,12.3,26.4,26.92,93.07,5.66,165.26,coconut
33.0,5.0,33.1,26.82,92.4,5.55,218.57,coconut
7.7,17.6,31.3,25.49,91.35,5.69,157.83,coconut
11.8,15.3,31.6,27.07,93.85,5.38,148.7,coconut
39.3,13.4,26.7,25.32,93.84,5.62,173.66,coconut
18.4,23.8,29.6,30.0,92.67,6.15,200.13,coconut
19.6,13.8,30.8,28.14,91.78,5.81,210.91,coconut
40.0,22.8,34.7,26.71,93.38,6.25,157.59,coconut
15.1,28.4,27.6,25.82,94.41,6.2,190.8,coconut
19.5,14.8,30.7,29.47,92.8,6.5,157.55,coconut
19.8,15.2,27.3,27.31,93.02,5.95,230.0,coconut
24.6,24.7,30.2,29.6,95.0,5.95,155.18,coconut
14.5,19.3,31.1,28.37,93.08,5.75,164.1,coconut
24.0,29.1,32.5,28.17,93.79,5.61,167.29,coconut
12.5,16.7,28.9,29.01,91.91,5.45,228.56,coconut
15.5,18.5,31.1,26.08,94.04,5.99,218.96,coconut
13.2,18.1,30.1,27.83,90.68,5.79,144.34,coconut
23.6,5.0,25.4,28.52,91.82,5.38,211.77,coconut
23.3,23.0,29.6,30.0,91.74,6.4,178.47,coconut
3.5,20.5,30.8,26.19,91.35,5.74,188.74,coconut
0.0,24.1,28.8,25.84,93.68,5.74,210.4,coconut
24.4,17.5,29.6,28.1,91.98,5.43,195.25,coconut
18.6,17.7,32.7,27.36,92.52,5.53,190.77,coconut
23.5,23.1,28.6,26.93,93.49,5.84,157.34,coconut
33.1,6.9,32.0,25.92,94.86,5.17,208.81,coconut
19.2,15.2,30.5,28.29,91.37,5.44,196.24,coconut
2.9,13.8,35.0,26.29,93.93,5.53,192.73,coconut
26.5,24.6,29.5,29.99,91.76,5.84,186.13,coconut
8.8,15.7,30.4,26.96,95.0,5.44,209.49,coconut
28.6,17.4,27.8,26.54,91.85,5.08,154.91,coconut
5.2,25.9,31.5,28.48,93.24,5.81,216.52,coconut
13.9,18.2,31.9,25.85,95.0,5.76,183.55,coconut
32.6,23.2,30.1,27.66,90.62,5.54,192.93,coconut
24.4,25.1,29.7,25.77,93.82,6.29,202.46,coconut
18.4,24.0,35.0,27.64,90.86,5.53,195.64,coconut
4.0,18.6,31.0,29.42,94.14,6.07,130.0,coconut
29.2,21.9,30.6,25.34,91.53,5.31,130.0,coconut
20.0,12.5,35.0,27.29,94.12,5.16,166.75,coconut
21.0,11.8,28.9,27.23,92.21,6.45,189.46,coconut
24.8,20.9,31.5,27.4,92.1,5.81,208.92,coconut
31.3,16.0,31.9,27.26,92.54,5.57,175.46,coconut
33.4,18.1,30.3,25.69,92.11,5.66,159.27,coconut
20.2,14.8,30.2,27.65,91.31,5.6,181.93,coconut
31.8,19.1,28.3,28.0,94.63,6.09,193.69,coconut
27.3,26.5,32.7,28.21,93.84,5.34,142.44,coconut
121.6,47.9,18.6,24.83,75.34,6.61,75.15,cotton
103.6,56.8,16.6,23.41,82.27,7.26,68.92,cotton
126.8,49.3,25.0,24.4,79.65,6.43,72.56,cotton
111.7,56.1,20.0,24.57,83.79,5.8,92.79,cotton
120.6,50.2,17.9,23.24,81.22,8.0,90.03,cotton
132.7,46.3,18.5,23.22,78.78,5.8,72.75,cotton
114.4,46.4,20.3,24.36,79.96,6.58,60.37,cotton
114.2,41.4,21.2,24.91,82.35,7.32,78.66,cotton
114.8,42.8,16.2,24.99,79.56,6.21,71.74,cotton
111.3,47.8,22.7,23.65,75.0,6.8,78.44,cotton
117.8,43.6,20.5,24.07,79.94,7.13,75.7,cotton
115.1,56.1,21.4,24.83,83.07,7.19,89.28,cotton
104.2,48.8,19.5,25.68,82.32,6.55,83.73,cotton
121.7,50.3,17.5,24.36,79.43,7.06,72.76,cotton
114.1,54.8,17.4,23.02,79.87,6.48,71.15,cotton
121.1,38.1,17.5,26.0,81.15,6.49,84.18,cotton
125.7,53.7,19.7,24.98,75.0,6.32,81.64,cotton
123.3,41.8,20.6,23.38,79.31,7.46,89.09,cotton
110.0,40.9,19.0,23.97,78.36,7.47,83.47,cotton
124.1,39.6,22.9,22.0,82.09,7.41,75.68,cotton
132.7,47.1,20.2,24.34,85.0,7.64,87.01,cotton
110.9,48.4,18.0,24.82,80.35,6.28,80.81,cotton
111.5,48.4,17.9,24.03,81.88,6.87,76.09,cotton
122.0,51.9,17.2,24.26,83.29,7.22,80.58,cotton
126.4,50.3,21.9,22.0,76.12,7.45,64.95,cotton
124.0,45.3,17.5,24.35,80.5,8.0,73.75,cotton
134.4,49.7,18.3,24.8,81.41,6.92,82.66,cotton
114.0,42.3,21.9,23.78,79.8,7.05,82.65,cotton
105.7,55.5,20.3,23.8,81.08,7.03,87.67,cotton
125.4,52.0,23.4,24.88,79.6,6.28,96.68,cotton
117.6,44.5,15.7,24.34,80.37,6.07,84.53,cotton
115.0,60.0,18.6,23.56,77.81,7.6,76.27,cotton
112.8,51.9,16.5,24.63,84.45,7.21,86.38,cotton
128.7,58.2,23.0,24.44,82.26,6.41,87.76,cotton
109.9,45.2,15.0,24.4,78.39,7.51,83.9,cotton
131.2,40.7,22.6,26.0,81.91,7.33,81.7,cotton
114.8,52.3,16.2,23.58,75.57,6.51,86.42,cotton
125.1,47.8,20.4,22.11,79.07,6.53,73.41,cotton
126.0,42.1,18.5,22.0,79.26,6.3,80.79,cotton
110.5,48.2,19.6,25.67,81.24,5.89,67.35,cotton
120.6,41.7,15.0,25.35,81.8,7.19,73.93,cotton
124.3,43.1,20.5,23.08,83.79,6.04,92.32,cotton
120.4,44.4,20.4,24.73,83.42,7.07,71.09,cotton
120.6,58.9,23.4,24.91,81.99,7.28,91.59,cotton
115.4,39.0,20.2,23.18,77.36,6.5,100.0,cotton
121.4,49.8,16.9,22.16,77.95,7.69,83.34,cotton
126.0,52.1,18.5,25.39,78.42,7.67,84.42,cotton
102.1,42.8,15.5,25.16,79.94,5.8,83.76,cotton
114.6,38.2,24.2,24.11,79.27,6.68,64.87,cotton
107.0,55.5,18.8,24.02,75.0,6.18,86.1,cotton
123.8,58.5,23.4,23.77,81.18,6.73,100.0,cotton
131.5,48.6,20.5,25.44,81.45,7.76,60.0,cotton
124.6,44.3,24.4,25.55,80.08,7.74,97.83,cotton
120.7,60.0,19.9,23.79,82.16,6.71,80.85,cotton
134.1,47.6,15.8,24.37,78.26,7.38,86.96,cotton
134.7,53.2,22.7,23.33,82.01,7.98,73.11,cotton
138.0,44.1,17.9,24.3,81.79,7.4,70.38,cotton
124.3,43.2,16.3,23.07,78.12,7.19,91.52,cotton
105.3,49.7,17.1,24.63,78.44,6.32,88.0,cotton
114.1,45.5,15.0,24.95,82.05,6.9,64.72,cotton
132.1,43.3,18.9,26.0,78.24,7.31,85.62,cotton
123.9,49.3,20.9,24.27,79.87,7.73,66.87,cotton
130.2,52.6,21.7,25.12,79.77,5.87,79.28,cotton
110.1,42.9,16.9,23.52,78.51,5.8,87.0,cotton
140.0,51.3,19.5,23.95,78.95,6.95,79.63,cotton
111.6,58.0,16.3,24.72,79.75,7.95,83.41,cotton
116.4,46.0,20.1,22.86,78.08,5.92,70.77,cotton
120.9,49.4,15.1,23.86,81.41,6.81,73.66,cotton
115.9,44.1,18.4,24.17,85.0,6.49,76.82,cotton
119.5,43.2,22.7,22.0,78.67,7.35,77.06,cotton
111.8,50.3,22.3,24.21,78.0,7.15,75.98,cotton
127.5,56.8,15.0,24.11,75.66,8.0,75.32,cotton
127.5,47.3,18.0,23.08,83.96,7.43,99.44,cotton
120.6,49.3,19.3,23.71,77.4,6.95,72.11,cotton
124.4,48.6,20.7,25.68,79.91,7.32,100.0,cotton
133.1,54.7,19.2,24.23,76.7,7.17,82.74,cotton
120.2,53.9,17.0,25.63,82.25,6.86,78.51,cotton
124.8,57.0,20.3,24.14,80.05,7.88,76.31,cotton
119.7,56.6,20.4,25.14,77.72,6.79,94.84,cotton
113.2,46.6,20.6,23.01,78.97,6.96,80.47,cotton
132.8,57.1,17.9,24.11,81.69,7.73,87.18,cotton
122.9,51.7,21.7,23.07,80.48,7.7,77.93,cotton
121.3,46.0,15.0,24.02,80.75,6.62,68.45,cotton
111.2,52.3,24.9,25.38,76.64,7.37,73.37,cotton
114.2,44.6,21.8,24.96,79.75,6.86,84.64,cotton
125.7,54.9,16.8,24.02,77.33,6.87,77.74,cotton
119.5,42.5,16.3,22.0,79.67,6.66,73.24,cotton
133.2,42.1,23.5,25.62,75.12,6.95,76.0,cotton
100.0,38.5,21.9,26.0,82.26,7.08,79.79,cotton
136.8,60.0,18.5,22.0,75.0,7.63,79.53,cotton
121.8,36.3,18.1,23.7,80.52,6.68,69.63,cotton
112.2,55.1,20.6,24.61,77.75,5.8,74.77,cotton
111.3,49.7,25.0,24.7,85.0,7.21,73.7,cotton
123.5,58.6,24.6,23.42,80.63,6.11,88.25,cotton
135.5,47.7,18.3,24.36,81.04,6.94,81.79,cotton
118.3,53.7,21.8,23.02,77.47,6.76,87.37,cotton
121.5,43.5,20.7,23.67,82.2,7.08,76.85,cotton
122.3,55.7,18.6,24.4,79.82,7.13,73.45,cotton
121.1,54.4,17.7,22.67,76.77,6.26,85.95,cotton
105.9,45.6,21.5,24.42,79.04,7.01,81.07,cotton
77.8,46.2,45.0,25.81,90.0,6.38,173.94,jute
66.7,42.4,44.8,24.48,89.6,6.19,161.83,jute
76.6,47.1,42.3,25.45,77.92,6.47,171.01,jute
70.9,42.0,42.6,23.17,88.09,6.41,165.34,jute
87.4,56.8,42.8,25.5,85.43,6.07,168.48,jute
70.9,55.2,39.0,25.85,82.68,6.28,167.66,jute
92.9,42.7,40.3,24.22,78.43,6.49,165.21,jute
70.4,49.3,37.9,24.19,75.3,6.48,186.8,jute
95.1,43.0,45.0,24.0,85.42,6.32,164.11,jute
72.6,47.2,41.4,25.67,75.28,6.25,163.54,jute
78.9,46.2,37.6,25.27,90.0,6.37,169.58,jute
85.6,44.0,41.7,24.28,89.16,6.59,167.25,jute
74.1,44.3,43.4,23.73,76.66,6.36,174.8,jute
77.3,38.2,39.0,24.9,76.86,6.67,186.49,jute
79.2,48.9,35.0,24.58,85.02,6.39,165.78,jute
100.0,58.9,41.2,26.14,70.0,6.3,169.13,jute
77.6,44.4,35.0,25.39,82.72,6.9,165.15,jute
71.3,35.0,39.3,25.9,76.94,7.0,171.79,jute
81.5,39.0,40.7,23.02,83.47,6.68,191.99,jute
69.8,48.5,41.4,25.44,75.67,6.0,179.34,jute
78.5,44.0,41.9,24.96,73.4,6.02,160.89,jute
100.0,52.0,40.5,24.82,78.76,6.79,168.87,jute
85.8,45.3,44.9,25.74,86.23,6.35,188.23,jute
76.9,48.2,44.1,23.96,81.02,6.61,181.5,jute
75.5,60.0,36.8,26.46,86.08,6.98,155.15,jute
71.3,56.8,35.3,23.39,77.56,6.55,194.9,jute
78.1,43.7,40.8,25.47,82.21,6.46,150.56,jute
70.8,56.4,40.5,24.68,85.59,6.22,172.18,jute
81.4,44.7,40.3,24.81,73.0,6.55,158.4,jute
81.7,56.1,39.3,23.83,79.37,6.29,182.43,jute
78.5,58.2,42.9,24.85,83.58,6.4,175.42,jute
76.4,52.3,43.6,25.8,84.61,6.73,181.89,jute
68.6,58.1,44.5,24.77,78.15,6.65,181.89,jute
78.0,39.7,40.8,25.55,83.63,6.59,171.61,jute
89.9,47.9,38.8,24.82,71.27,6.45,183.61,jute
83.4,57.0,39.3,25.49,83.96,7.0,176.81,jute
69.6,52.8,44.7,24.68,84.21,6.81,187.71,jute
81.3,43.1,39.8,25.46,84.54,6.58,170.25,jute
85.6,52.9,40.9,24.16,79.09,6.74,157.71,jute
60.0,56.9,41.3,25.61,74.62,6.68,178.44,jute
64.2,56.4,40.4,24.6,78.11,6.0,182.42,jute
82.6,46.3,43.2,23.62,77.02,6.29,171.52,jute
80.7,50.2,39.1,24.12,88.43,7.0,176.79,jute
72.4,56.7,36.4,24.67,76.52,6.21,171.5,jute
71.4,47.6,40.1,24.38,78.15,6.44,185.12,jute
78.5,52.7,41.5,25.57,86.94,6.22,169.09,jute
97.6,45.9,35.0,24.8,80.67,6.0,191.67,jute
72.9,49.6,39.4,23.71,74.65,6.27,188.57,jute
78.5,44.2,37.7,26.2,87.32,6.8,181.16,jute
82.9,39.9,39.4,24.32,70.87,6.76,166.3,jute
92.0,53.0,41.4,25.61,76.92,6.96,175.54,jute
83.0,43.4,37.7,25.48,81.09,6.3,157.02,jute
67.3,55.0,38.5,24.66,87.25,6.22,165.91,jute
72.3,57.6,45.0,25.75,83.92,6.35,199.34,jute
82.7,52.8,39.7,24.73,88.32,6.63,193.14,jute
82.6,42.2,38.5,25.1,76.87,6.22,190.02,jute
74.6,48.4,40.7,24.41,87.25,6.22,178.27,jute
82.5,47.2,36.8,25.87,83.72,6.33,183.84,jute
83.7,39.5,37.9,26.14,81.55,6.36,164.27,jute
74.8,44.7,37.9,23.26,85.7,6.74,159.08,jute
81.4,41.9,39.3,24.66,77.86,7.0,169.5,jute
71.9,42.7,42.6,23.35,76.19,6.86,178.05,jute
81.9,60.0,40.6,24.29,78.59,6.22,190.7,jute
85.7,54.5,43.0,24.59,75.28,6.49,164.09,jute
81.6,54.6,39.6,25.15,79.53,6.7,166.65,jute
60.0,50.4,42.5,25.45,76.8,6.22,181.18,jute
81.4,46.7,44.6,24.05,88.88,6.51,152.06,jute
78.2,53.5,39.1,23.53,79.18,6.29,181.15,jute
87.7,40.9,38.2,25.76,75.71,6.23,160.27,jute
83.5,49.4,38.3,25.01,87.64,6.26,150.6,jute
84.6,46.8,38.2,25.65,84.2,6.0,166.84,jute
100.0,51.1,41.7,26.17,80.09,6.7,183.98,jute
85.4,45.5,40.4,24.41,80.06,6.21,165.12,jute
77.2,41.6,38.7,24.84,82.01,6.74,169.2,jute
93.4,53.4,41.3,25.15,81.6,6.8,190.29,jute
93.3,47.8,41.4,26.34,76.88,6.42,175.2,jute
89.0,53.2,39.4,23.49,81.23,6.27,156.38,jute
67.4,49.5,43.4,25.04,81.06,6.8,155.69,jute
85.2,47.4,41.4,24.52,75.91,6.54,195.61,jute
88.6,44.3,36.6,23.32,86.58,6.26,170.93,jute
93.2,37.4,43.7,24.75,74.26,6.44,165.97,jute
84.4,43.4,35.2,24.78,73.22,6.55,160.16,jute
75.1,48.6,39.5,25.25,83.4,6.21,174.2,jute
60.0,49.0,39.2,24.02,81.58,6.79,169.05,jute
70.6,48.5,36.7,24.34,86.11,6.52,151.51,jute
62.0,48.5,42.2,23.38,82.25,6.83,198.6,jute
83.3,50.7,35.0,27.0,77.12,6.27,171.81,jute
95.1,60.0,40.3,26.0,80.22,6.24,193.46,jute
73.8,57.1,43.2,25.61,89.14,7.0,172.81,jute
71.9,35.8,45.0,24.56,85.68,6.31,194.23,jute
73.0,40.1,39.5,24.47,82.98,6.49,182.85,jute
77.1,43.3,38.5,27.0,81.13,6.0,168.5,jute
81.0,59.0,42.6,24.08,90.0,6.49,190.58,jute
68.4,35.0,36.5,23.0,90.0,6.55,163.44,jute
84.5,48.7,41.6,26.21,78.55,6.28,185.35,jute
88.0,48.1,45.0,24.56,75.5,6.6,166.56,jute
85.0,42.3,39.0,26.89,77.97,6.3,189.63,jute
69.5,43.2,41.4,25.94,86.1,6.31,182.45,jute
75.3,43.7,43.0,24.45,81.39,6.54,161.62,jute
89.7,51.0,35.0,25.28,76.14,6.77,156.93,jute
96.4,29.8,30.1,26.45,51.81,7.1,171.56,coffee
113.6,33.0,30.0,23.89,55.39,7.08,182.32,coffee
93.8,15.0,29.5,25.14,56.56,6.76,175.95,coffee
109.9,30.3,25.5,25.07,65.0,6.71,169.6,coffee
103.6,30.1,25.0,25.2,57.36,6.98,165.6,coffee
83.5,30.2,28.0,23.98,54.37,6.76,180.73,coffee
104.8,31.5,31.2,25.63,60.11,6.0,166.39,coffee
89.6,34.8,29.6,25.54,51.86,6.91,172.84,coffee
105.6,22.4,28.1,25.78,54.9,6.73,140.0,coffee
95.1,38.7,31.1,25.71,64.94,6.0,154.81,coffee
96.0,32.9,32.2,24.42,61.24,6.48,180.15,coffee
89.7,26.7,28.8,26.82,55.54,6.59,171.34,coffee
105.5,33.0,30.5,24.98,56.19,6.61,168.12,coffee
98.5,27.6,26.2,26.33,58.18,6.9,165.0,coffee
82.6,25.3,29.5,26.43,50.0,6.61,171.42,coffee
93.4,28.0,28.4,24.59,55.97,6.39,173.55,coffee
92.7,21.9,34.4,26.7,50.52,6.37,168.03,coffee
103.2,18.2,32.9,26.53,59.31,7.01,170.65,coffee
104.5,37.2,32.8,24.45,59.87,6.4,171.3,coffee
104.8,18.9,29.7,25.83,55.86,6.69,175.07,coffee
99.7,28.9,33.5,26.09,58.25,6.31,173.39,coffee
103.3,35.5,30.1,23.23,51.12,6.82,157.87,coffee
104.4,28.2,29.6,25.38,54.25,6.6,157.69,coffee
96.3,25.5,29.4,26.65,57.01,6.91,184.22,coffee
108.5,30.8,30.8,26.58,57.84,6.9,172.68,coffee
96.4,33.1,30.2,25.37,55.71,6.65,177.46,coffee
108.9,29.7,31.5,27.09,56.94,6.27,181.26,coffee
94.7,23.2,25.5,26.21,51.42,6.37,172.35,coffee
107.2,23.4,29.7,24.41,55.44,6.68,158.73,coffee
97.6,18.3,32.8,26.14,60.47,6.99,154.68,coffee
96.4,15.7,35.0,25.31,61.4,6.23,177.45,coffee
118.6,27.1,27.5,25.33,50.0,6.59,175.26,coffee
99.6,25.7,31.3,26.26,51.28,6.63,190.0,coffee
86.6,27.0,34.9,26.88,55.57,6.66,164.97,coffee
92.5,27.0,29.3,25.64,54.69,6.22,164.48,coffee
117.2,28.0,29.2,26.44,56.91,7.16,164.95,coffee
107.0,22.8,31.3,25.84,57.29,6.45,157.02,coffee
102.8,31.4,29.7,25.86,57.36,6.63,162.49,coffee
100.2,40.0,30.8,26.31,59.14,6.52,181.17,coffee
97.1,34.1,29.2,24.3,58.87,6.27,171.7,coffee
88.1,25.5,26.4,28.0,51.3,6.6,179.29,coffee
110.4,32.8,29.2,27.19,60.93,6.66,168.01,coffee
97.0,21.8,33.1,27.14,54.18,6.55,163.21,coffee
99.7,27.9,32.4,24.57,54.33,6.97,159.22,coffee
87.4,24.5,29.2,27.44,60.97,6.94,175.25,coffee
109.5,23.2,29.5,24.26,56.71,6.81,166.68,coffee
113.1,20.4,31.3,23.94,57.85,6.82,162.32,coffee
105.5,21.5,25.8,26.2,64.04,6.3,180.28,coffee
100.4,19.2,27.2,25.52,55.98,6.21,143.82,coffee
